index,value,anomaly_score
0,2.4877638816833496,0.0011821588268503547
1,2.4325640201568604,0.0011127591133117676
2,2.467763900756836,0.001064605196006596
3,2.427496910095215,0.0010335693368688226
4,2.4725639820098877,0.0010215957881882787
5,2.4376299381256104,0.00102855428121984
6,2.452564001083374,0.001054460066370666
7,2.4125630855560303,0.0010599195957183838
8,2.492830991744995,0.0010537062771618366
9,2.4325640201568604,0.0010449151741340756
10,2.4477639198303223,0.001040431554429233
11,2.442697048187256,0.0010439719771966338
12,2.5026979446411133,0.0010583889670670033
13,2.427496910095215,0.0010871419217437506
14,2.4576311111450195,0.0011104756267741323
15,2.452564001083374,0.0011299215257167816
16,2.452564001083374,0.0011499756947159767
17,2.427496910095215,0.001173506141640246
18,2.467763900756836,0.0012029545614495873
19,2.397629976272583,0.0012315789936110377
20,2.452564001083374,0.0012557043228298426
21,2.4026970863342285,0.0012781918048858643
22,2.452564001083374,0.0012980034807696939
23,2.4576311111450195,0.00131623272318393
24,2.4626970291137695,0.0013355453265830874
25,2.4325640201568604,0.0013571587624028325
26,2.4826979637145996,0.0013741954462602735
27,2.442697048187256,0.0013890430564060807
28,2.452564001083374,0.0014045375864952803
29,2.427496910095215,0.0014226144412532449
30,2.4626970291137695,0.0014411236625164747
31,2.442697048187256,0.0014547791797667742
32,2.4877638816833496,0.0014653897378593683
33,2.407496929168701,0.0014749408001080155
34,2.467763900756836,0.0014859357615932822
35,2.4325640201568604,0.0014994656667113304
36,2.4725639820098877,0.0015144648496061563
37,2.397629976272583,0.0015260513173416257
38,2.4626970291137695,0.0015310578746721148
39,2.427496910095215,0.001531360438093543
40,2.452564001083374,0.0015294075710698962
41,2.442697048187256,0.0015270455041900277
42,2.477631092071533,0.0015222184592857957
43,2.407496929168701,0.0015138450544327497
44,2.452564001083374,0.0015044861938804388
45,2.4026970863342285,0.0014958182582631707
46,2.442697048187256,0.0014899799134582281
47,2.4026970863342285,0.0014842156087979674
48,2.4576311111450195,0.001477457582950592
49,2.3874969482421875,0.0014719021273776889
50,2.4477639198303223,0.0014671928947791457
51,2.4626970291137695,0.00146445631980896
52,2.4826979637145996,0.0014645131304860115
53,2.4176299571990967,0.0014640070730820298
54,2.427496910095215,0.0014629539800807834
55,2.4176299571990967,0.001463055843487382
56,2.4826979637145996,0.001466328278183937
57,2.427496910095215,0.001470234477892518
58,2.477631092071533,0.001475005061365664
59,2.452564001083374,0.0014794659800827503
60,2.4626970291137695,0.001481287064962089
61,2.427496910095215,0.0014821512158960104
62,2.452564001083374,0.0014827594859525561
63,2.427496910095215,0.0014816634356975555
64,2.4826979637145996,0.0014805701794102788
65,2.4576311111450195,0.0014808783307671547
66,2.4725639820098877,0.0014820327050983906
67,2.4477639198303223,0.0014834345784038305
68,2.4576311111450195,0.0014834789326414466
69,2.427496910095215,0.0014835805632174015
70,2.477631092071533,0.001483371015638113
71,2.427496910095215,0.0014831454027444124
72,2.4477639198303223,0.0014841953525319695
73,2.407496929168701,0.0014859249349683523
74,2.452564001083374,0.001485927146859467
75,2.4026970863342285,0.0014853383181616664
76,2.4626970291137695,0.0014852582244202495
77,2.427496910095215,0.0014866022393107414
78,2.467763900756836,0.0014887916622683406
79,2.427496910095215,0.0014905232237651944
80,2.4725639820098877,0.0014928142772987485
81,2.4125630855560303,0.0014962105778977275
82,2.4826979637145996,0.0015005560126155615
83,2.4576311111450195,0.001504607847891748
84,2.522697925567627,0.001507570967078209
85,2.4176299571990967,0.0015101766912266612
86,2.442697048187256,0.001511719892732799
87,2.4477639198303223,0.0015112032415345311
88,2.452564001083374,0.0015086252242326736
89,2.4125630855560303,0.0015033549861982465
90,2.467763900756836,0.0014966594753786922
91,2.4325640201568604,0.0014893504558131099
92,2.4877638816833496,0.0014822538942098618
93,2.4176299571990967,0.001475628581829369
94,2.427496910095215,0.0014690525131300092
95,2.397629976272583,0.001463390071876347
96,2.4477639198303223,0.0014594889944419265
97,2.4026970863342285,0.0014576137764379382
